id;siglaTipo;descricaoTipo;dataApresentacao;ano;ementa;urlInteiroTeor
2294308;PL;Projeto de Lei;2021-08-16;2021;Altera o Marco Civil da Internet - Lei nº 12.965, de 23 de abril de 2014 - para proibir a exclusão de postagens em redes sociais sem que se tenha concedido direito de ampla defesa e ao contraditório ao usuário responsável pela postagem, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2057399
2233134;PL;Projeto de Lei;2019-12-10;2019;Dispõe Altera a Lei nº 12.965, de 23 de abril de 2014, para vedar o anonimato na utilização de aplicações de internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844199
2298044;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-09;0;Dispõe sobre as normas eleitorais e as normas processuais eleitorais brasileiras.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070798
16730;PL;Projeto de Lei;1991-06-28;1991;Concede anistia aos crimes praticados por meio de imprensa.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=15516
2196504;PL;Projeto de Lei;2019-04-02;2019;Institui a Semana Nacional de enfrentamento a Fake News, a ser comemorada, anualmente, em todo o território nacional na primeira semana de abril e Cria o Dia Nacional de enfrentamento as Fake News a ser comemorado todo dia 1 de abril de cada ano e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1727384
2297899;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-08;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070271
2297424;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Institui o Código Eleitoral;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068388
2297906;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-08;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070302
2219883;PL;Projeto de Lei;2019-09-11;2019;Altera a Lei n.º 4.737, de 15 de julho de 1965 - Código Eleitoral, para agravar as penas dos crimes eleitorais de calúnia, difamação e injúria e para prever causas de aumento de pena para os mesmos delitos, nas hipóteses em que eles venham a ser praticados por meio virtual, com o emprego da Internet, de redes sociais ou de aplicativos de troca de mensagens instantâneas.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1806035
15820;PL;Projeto de Lei;1991-04-24;1991;"Revoga parágrafo 3º do art. 20 da Lei nº 5.250, de 09 de fevereiro de 1967, que ""regula a liberdade de manifestação do pensamento e de informação"".";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=200667
1598893;SBT;Substitutivo;2015-08-06;0;SUBSTITUTIVO AOS PROJETOS DE LEI NoS 215, 1.547 E 1.589, DE 2015;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1367980
2260863;PL;Projeto de Lei;2020-08-24;2020;Dispõe sobre a responsabilização de agentes públicos na divulgação de material com conteúdo discriminatório e difamatório em plataformas digitais oficiais.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1924790
2199771;PL;Projeto de Lei;2019-05-02;2019;Altera o art. 19 da Lei nº 12.965, de 23 de abril de 2014, para estabelecer a obrigação de indisponibilidade de conteúdo apontado como infringente em boletim de ocorrência policial.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1739953
2305961;SBT;Substitutivo;2021-11-08;0;;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2100348
2136633;PL;Projeto de Lei;2017-05-10;2017;Dispõe sobre a aplicação de multa pela divulgação de informações falsas pela rede social e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1556903
2298940;ERD;Emenda de Redação em Plenário;2021-09-15;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2074213
2319406;EMP;Emenda de Plenário a Projeto com Urgência;2022-04-06;0;Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2156173
2292163;PLP;Projeto de Lei Complementar;2021-08-03;2021;"Institui o Código Eleitoral.

NOVA EMENTA: Dispõe sobre as normas eleitorais e as normas processuais eleitorais brasileiras.";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2050061
2297334;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Suprima-se o §8º do Art.181 do Substitutivo da Relatora ao Projeto de Lei Complementar nº 112, de 2021.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068107
2297960;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-09;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070542
2254270;PL;Projeto de Lei;2020-06-02;2020;Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1899849
2284411;PL;Projeto de Lei;2021-05-24;2021;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Co´digo Penal), para tipificar o crime de prescrição de produto destinado a fins terapêuticos ou medicinais sem comprovação científica.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2017035
2297527;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Institui o Código Eleitoral;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068702
2013537;SBT-A;Substitutivo adotado pela Comissão;2015-10-07;0;Substitutivo adotado pela CCJC ao PL 215/2015.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1397159
2297429;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Institui o Código Eleitoral;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068639
2319376;EMP;Emenda de Plenário a Projeto com Urgência;2022-04-06;0;Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2156064
1672060;SBT;Substitutivo;2015-08-18;0;Estabelece causa de aumento de pena para o crime praticado com o emprego de equipamento, aparelho, dispositivo ou outro meio necessário à realização de telecomunicação, ou por aplicação de internet, independentemente do meio empregado, e para o crime contra a honra ensejar a prática de ato que ocasione a morte da vítima, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1373606
519362;PL;Projeto de Lei;2011-09-13;2011;Altera a redação do art. 100 da Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil , e acrescenta o art. 74-A ao Decreto-lei nº 3.689, de 3 de outubro de 1941- Código de Processo Penal.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=919072
2298115;SSP;Subemenda Substitutiva de Plenário;2021-09-09;0;;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2071066
2210355;PL;Projeto de Lei;2019-07-02;2019;Dispõe sobre o uso exclusivo do brasão oficial como marca de gestão na publicidade de órgãos públicos.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1772864
16873;PL;Projeto de Lei;1991-09-26;1991;Regulamenta o art. 5º, inciso V, da Constituição Federal;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=15522
2298064;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-09;0;Inclua-se o seguinte § 4º ao art. 483  da Subemenda Substitutiva apresentada pela Relatora ao Projeto de Lei Complementar nº 112/2021.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070894
2297938;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-09;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070475
522112;PL;Projeto de Lei;2011-09-28;2011;Altera o inciso IV do art. 11 da Lei nº 8.429, de 2 de junho de 1992.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=925085
2269848;PL;Projeto de Lei;2021-02-09;2021;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para estabelecer nova hipótese de cometimento de crime em caso de censura de redes sociais, e acrescenta artigo à Lei nº 4.737, de 15 de julho de 1965 - Código Eleitoral, a fim de tipificar, também como crime eleitoral, a censura de redes sociais especificamente com este fim.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1962242
2193267;PL;Projeto de Lei;2019-02-27;2019;Dispõe sobre as despesas de peças e anúncios publicitários dos órgãos e entidades dos Poderes Legislativo e Executivo, bem como as concessionárias de serviço público.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1715356
1585108;EMR;Emenda de Relator;2015-07-16;0;;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1362927
2297900;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-08;0;Dispõe sobre as normas eleitorais e as normas processuais eleitorais brasileiras.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070275
563752;PL;Projeto de Lei;2012-12-17;2012;Determina que sejam divulgados os valores gastos com publicidade pelos órgãos e entidades da Administração Pública federal.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1051101
2297922;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-08;0;Dispõe sobre as normas eleitorais e as normas processuais eleitorais brasileiras.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070363
2297564;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068892
2297377;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-02;0;Altera o art. 197 do PLP nº 112/2021;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2068263
19319;PL;Projeto de Lei;1992-09-26;1992;Dispõe sobre a liberdade de imprensa, de opinião e de informação, disciplina a responsabilidade dos meios de comunicação, e dá outras providências;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=15511
2298913;EMA;Emenda Aglutinativa de Plenário;2021-09-15;0;Institui o Código Eleitoral.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2074078
2319418;EMP;Emenda de Plenário a Projeto com Urgência;2022-04-06;0;Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2156205
2253720;PL;Projeto de Lei;2020-05-26;2020;Dispõe sobre a destinação de 70% (setenta por cento) das verbas reservadas para gastos com publicidade, serem destinadas para campanhas educativas de resgate da cidadania e campanhas de saúde pública e dá outras providências;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1897668
1199273;PL;Projeto de Lei;2015-04-09;2015;Dispõe sobre a publicidade e a propaganda governamentais.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1319125
2075795;PL;Projeto de Lei;2015-12-17;2015;Altera o inciso III do art. 141 do dec-lei 2.848, de 7 de dezembro de 1940 e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1425554
2297898;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-08;0;Institui o Código Eleitoral;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070267
2297940;EMP;Emenda de Plenário a Projeto com Urgência;2021-09-09;0;Institui o Código Eleitoral;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070481
2192022;PL;Projeto de Lei;2019-02-13;2019;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para prever aplicação da pena em dobro aos crimes contra honra cometidos mediante o uso perfil falso de redes sociais na internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1710517
2184113;PL;Projeto de Lei;2018-10-10;2018;Acrescenta parágrafo único ao art. 11 da Lei nº 10.406, de 10 de janeiro de 2002, que institui o Código Civil, instituindo o direito ao esquecimento.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1686439
