id;uri;siglaTipo;numero;ano;codTipo;descricaoTipo;ementa;ementaDetalhada;keywords;dataApresentacao;uriOrgaoNumerador;uriPropAnterior;uriPropPrincipal;uriPropPosterior;urlInteiroTeor;urnFinal;ultimoStatus_dataHora;ultimoStatus_sequencia;ultimoStatus_uriRelator;ultimoStatus_idOrgao;ultimoStatus_siglaOrgao;ultimoStatus_uriOrgao;ultimoStatus_regime;ultimoStatus_descricaoTramitacao;ultimoStatus_idTipoTramitacao;ultimoStatus_descricaoSituacao;ultimoStatus_idSituacao;ultimoStatus_despacho;ultimoStatus_url;Fake_news;OBS
2168550;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168550;PL;9647;2018;139;Projeto de Lei;Dispõem sobre alteração na Lei nº 12.965, de 23 de abril de 2014, que estabelece princípios, garantias, direitos e deveres para o uso da Internet no Brasil.;"NA";Alteração, Marco Civil da Internet, responsabilidade civil, responsabilidade criminal, provedor de conteúdo, provedor de acesso, internet, notícia falsa (fake news), perfil falso, provedor de aplicações, responsabilidade subsidiária.;2018-02-28T14:32:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2136633;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1641813;"NA";2019-08-29T00:00:00Z;29;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Notificação de Despacho;203;Tramitando em Conjunto;925;"Indeferido o Requerimento n. 1.771/2019, conforme dspacho do seguinte teor: ""Indefiro o Requerimento n. 1.771/2019, nos termos do art. 142, caput, do Regimento Interno da Câmara dos Deputados, por entender que o Projeto de Lei n. 2.602/2019 e o Projeto de Lei n. 9.647/2018 tratam de matérias correlatas. Publique-se. Oficie-se.""";"NA";1;"“Art. 18 O provedor de conteúdo e de conexão à 
internet será responsabilizado civil e criminalmente por danos 
decorrentes de conteúdo gerado por terceiros, com inclusive os 
fakes (perfis falsos) e fakes News (noticias falsa).” N"
2169225;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169225;PL;9761;2018;139;Projeto de Lei;Tipifica criminalmente a conduta de quem cria, veicula, compartilha, ou não remove, em meios eletrônicos, notícias ou informações que sabe ser falsas.;Altera o Decreto-Lei nº 2.848, de 1940.;Alteração, Código Penal, tipicidade penal, divulgação de informação falsa, meio eletrônico, internet.;2018-03-13T19:36:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1643837;"NA";2019-02-21T17:50:00Z;24;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Desarquivamento a Pedido;640;Tramitando em Conjunto;925;Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-68/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1713296;1;"Art. 1º Esta Lei tipifica criminalmente a conduta de quem cria, 
veicula, compartilha, ou não remove, em meios eletrônicos, notícias ou 
informações que sabe ser falsas. 
Art. 2º O Decreto-Lei nº 2.848, de 7 de dezembro de 1940 –
Código Penal, passa a vigorar acrescido do seguinte art. 139-A:
“Divulgação de notícia falsa
Art. 139-A Criar, veicular, compartilhar ou não remover, em 
meios eletrônicos, notícia ou informação que sabe ser falsa:
Pena - detenção, de três meses a um ano, e multa.”
Art.3
o Esta lei entra em vigor na data de sua publicação"
2169820;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169820;PL;9838;2018;139;Projeto de Lei;Tipifica criminalmente a conduta de quem oferece, publica, distribui, difunde notícia ou informação que sabe ser falsa em meios eletrônicos ou impressos.;Altera o Decreto-Lei nº 2.848, de 1940.;Alteração, Código Penal, crime contra a honra, tipicidade penal, criação, divulgação, Notícia falsa (fake news), detenção, multa, agravação penal.;2018-03-21T13:46:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1646276;"NA";2019-03-12T20:14:00Z;25;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Desarquivamento a Pedido;640;Tramitando em Conjunto;925;Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-652/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1717925;1;"Art. 1º Esta Lei tipifica criminalmente a conduta de quem
oferece, publica, distribui, difunde notícia ou informação que sabe ser falsa em 
meios eletrônicos ou impressos.
Art. 2º O Decreto-Lei nº 2.848, de 7 de dezembro de 1940 –
Código Penal, passa a vigorar acrescido do seguinte art. 139-A:
“Criação e divulgação de notícia falsa
Art. 139. Oferecer, publicar, distribuir, difundir notícia ou 
informação que sabe ser falsa em meios eletrônicos ou 
impressos:
Pena: detenção, de três meses a um ano, e multa.
§ 1º Aplica-se a pena em dobro se a notícia ou informação tiver 
potencialidade de causar pânico, divisão, caos, violência, ou se 
a intenção do agente for atingir a reputação de outrem.
§ 2º A pena aumenta-se de um a dois terços se o agente 
divulga a notícia ou informação falsa visando influir no processo 
eleitoral. ”
Art.3
o Esta lei entra em vigor na data de sua publicação."
2170450;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2170450;PL;9884;2018;139;Projeto de Lei;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para tipificar a divulgação de informação falsa.;"NA";Alteração, Código Penal, tipicidade penal, divulgação de informação falsa, notícia falsa (fake news), reclusão, multa, agravação penal.;2018-03-27T15:39:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1647666;"NA";2019-02-21T17:50:00Z;23;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Desarquivamento a Pedido;640;Tramitando em Conjunto;925;Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-68/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1713296;1;"Divulgação de Informação Falsa 
Art. 308-A Criar, divulgar ou compartilhar, por qualquer meio de comunicação social, a 
terceiros, informação ou notícia falsa que possa modificar ou desvirtuar a verdade 
sobre pessoa física e ou jurídica, que afetem interesse público relevante.
Pena - reclusão de dois a quatro anos, e multa.
§1º Se o agente pratica a conduta prevista no caput valendo-se da internet, redes 
sociais ou outro meio que facilite a disseminação da informação ou notícia falsa:
Pena – reclusão, de quatro a oito anos, e multa.
§2º A pena aumenta-se de um a dois terços:
I - se o agente divulga a informação ou notícia falsa visando obtenção de vantagem 
para si ou para outrem; 
II - se o agente divulga notícia falsa com conteúdo que incita a violência física e 
psicológica, utilizando elementos de raça, cor, etnia, religião, origem ou condição de 
pessoa idosa ou portadora de deficiência."
2170681;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2170681;PL;9931;2018;139;Projeto de Lei;Tipifica o crime de divulgação de notícias ou informações falsas.;"Altera o Decreto-lei nº 2.848, de 1940; a Lei nº 12.965, de 2014 e o Decreto-lei nº 3.689, de 1941.";Alteração, Código Penal, crime contra a paz pública, tipicidade penal, divulgação de informação falsa, notícia falsa (fake news), detenção, multa, circunstância agravante, agravação penal, reclusão. _Alteração, Código de Processo Penal, medida cautelar, retirada, publicação, mídia, internet, ofensa, bem jurídico, tutela, lei penal. _Alteração, Marco Civil da Internet, intimação, juiz, mídia, Provedor de aplicações, retirada, publicação, ofensa, bem jurídico, tutela, lei penal, equivalência, ordem judicial.;2018-04-03T16:57:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1648336;"NA";2022-02-02T18:44:00Z;33;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Notificação de Apensação;504;Aguardando Definição Encaminhamento;932;Apense-se a este(a) o(a) PL-4134/2021.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2129876;1;"“Divulgação de Notícia Falsa
Art. 286-A - Publicar, propagar ou divulgar notícias ou 
informações falsas, com o intuito de influenciar a opinião 
pública.
Pena - detenção, de três meses a um ano, e multa.
§1º - Se o conteúdo da notícia ou informação envolver:
I - Candidato a cargo eletivo, do pedido de registro de 
candidatura à diplomação;
II - Crimes, ainda que fictícios, de grande repercussão nacional, 
suas vítimas ou supostos autores ou sua investigação criminal;
III - A segurança, a saúde ou a economia públicas.
Pena - reclusão, de um a dois anos, e multa.
§2º - A condenação pelo crime tipificado neste artigo incluirá a 
obrigação de retratação pelo autor nos mesmos meios e com a 
mesma exposição em que foi publicada, propagada ou 
divulgada a notícia ou informação falsa.
"
2171207;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2171207;PL;9973;2018;139;Projeto de Lei;Altera a Lei n° 4.737, de 15 de julho de 1965 (Código Eleitoral) e a Lei n° 9.504, de 30 de setembro de 1997 para tipificar a divulgação de fatos sabidamente inverídicos no ano eleitoral e dá outras providências.;"NA";"Alteração, Código Eleitoral (1965), crime eleitoral, divulgação de informação falsa, notícia falsa (fake news), pré-candidato a cargo eletivo, candidato a cargo eletivo, partido político, prejuízo, eleições, detenção, multa, agravação penal, utilização, internet, rede social, vantagem indevida. 
_Alteração, Lei das Eleições (1997), propaganda eleitoral,  Internet, proibição, ofensa moral, terceiro, divulgação de informação falsa, divulgação de notícia falsa, provedor de aplicações, prazo determinado, retirada, penalidade, multa, Serviço de Comunicação Multimídia (SCM),  provedor de conteúdo, responsabilidade.";2018-04-10T14:51:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2167859;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1649862;"NA";2019-04-26T10:06:00Z;26;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Prioridade (Art. 151, II, RICD);Notificação de Apensação;504;Tramitando em Conjunto;925;Apense-se a este(a) o(a) PL-2149/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1737744;1;“Art. 323. Criar, divulgar, ou compartilhar, no ano eleitoral, por qualquer meio de comunicação social, fatos sabidamente inverídicos em relação a pré-candidatos, candidatos ou partidos, capazes de exercerem influência perante o eleitorado: Pena - reclusão de 1 a 4 anos, e multa de pagamento de R$ 50.000,00 (cinquenta mil reais) a R$ 500.000,00 (quinhentos mil reais).
2176241;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2176241;PL;10292;2018;139;Projeto de Lei;Altera os arts. 288 e 323 da Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral) para tipificar como crime eleitoral a criação, divulgação e o compartilhamento de fatos sabidamente inverídicos, em ano eleitoral.;"NA";Alteração, Código Eleitoral (1965), crime eleitoral, criação, divulgação, compartilhamento, mídia, notícia falsa (fake news), inclusão, internet, Aplicativo de mensagens multiplataforma, vítima, candidato a  cargo eletivo, Pré-candidato a cargo eletivo, partido político, coligação partidária, ano eleitoral, eleições, detenção.;2018-05-23T11:54:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2167859;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1662493;"NA";2019-02-22T18:27:00Z;25;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Prioridade (Art. 151, II, RICD);Desarquivamento a Pedido;640;Tramitando em Conjunto;925;Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-207/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1713630;1;“Art. 323. Criar, divulgar ou compartilhar fatos sabidamente inverídicos, durante o ano eleitoral, que envolvam précandidatos, candidatos, partidos políticos ou coligações, e que sejam capazes de exercerem influência perante o eleitorado. Pena – detenção de um a dois anos e multa de R$ 15.000 (quinze mil reais) a R$ 50.000 (cinquenta mil reais). § 1º Incide na mesma pena quem financia a prática das condutas previstas no caput. § 2º A pena é agravada se o crime é cometido pela imprensa, rádio, televisão ou internet, inclusive por aplicações de troca de mensagens. (NR)”
2184846;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2184846;PL;10915;2018;139;Projeto de Lei;Altera a Lei n° 4.737, de 15 de julho de 1965 (Código Eleitoral) para tipificar a divulgação por candidato de fatos sabidamente inverídicos (Fake News) no ano eleitoral e dá outras providências.;"NA";Alteração, Código Eleitoral (1965), crime eleitoral, criação, patrocínio, divulgação, compartilhamento, Notícia falsa (fake news), ano eleitoral, Pré-candidato a cargo eletivo, candidato a cargo eletivo, partido político.;2018-10-30T15:48:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2167859;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1688906;"NA";2021-07-15T00:00:00Z;27;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Prioridade (Art. 151, II, RICD);Notificação de Despacho;203;Tramitando em Conjunto;925;"Despacho exarado ao Requerimento n. 2.342/2020, conforme o seguinte teor: ""Declaro prejudicado o Requerimento n. 2.342/2020 quanto aos Projetos de Lei ns. 9.931/2018, 693/2020 e 2.389/2020, por já integrarem o conjunto de proposições encabeçado pelo Projeto de Lei n. 2.630/2020. INDEFIRO o Requerimento n. 2.342/2020 quanto aos Projetos de Lei ns. 10.915/2018 e 2.149/2019, por tratarem especificamente de matéria eleitoral, e quanto ao Projeto de Lei n.  559/2019, por cuidar especificamente de currículo escolar. DEFIRO o Requerimento n. 2.342/2020 quanto aos Projetos de Lei ns. 1.974/2019 e 2.844/2020 (e seu apenso, 3.222/2020), por guardarem relação com o Projeto de Lei n.  2.630/2020. Apensem-se, portanto, os Projetos de Lei ns. 1.974/2019 e 2.844/2020 (e seu apenso, 3.222/2020) ao Projeto de Lei n.  2.630/2020, oriundo do Senado Federal, na forma do art. 143, II, a, do Regimento Interno da Câmara dos Deputados. Em decorrência disso, redistribua-se o Projeto de Lei n.  2.630/2020 à Comissão de Trabalho, de Administração e Serviço Público, o que, por força do art. 34, II, acarretará a criação de Comissão Especial. INDEFIRO o Requerimento n. 2.342/2020 quanto aos Projetos de Lei ns. 3.221/2020 e 4.027/2020, por integrarem um conjunto de proposições que dispõe especificamente sobre publicidade institucional da União e outros entes federados.  Oficie-se. Publique-se.

[ATUALIZAÇÃO DO DESPACHO DO PL N. 2.630/2020: CTASP, CSSF, CCTCI, CFT (mérito e art. 54 do RICD) e CCJC (mérito e art. 54 do RICD). Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade (art. 151, II, do RICD)]";"NA";1;“Art. 323. Criar, patrocinar e divulgar, no ano eleitoral, por qualquer meio de comunicação, fatos sabidamente inverídicos em relação a pré-candidatos, candidatos ou partidos, com o intuito de exercer influência perante o eleitorado: Pena - Detenção de 1 a 5 anos, e multa de pagamento de R$ 5.000,00 (cinco mil reais) a R$ 500.000,00 (quinhentos mil reais).
2186868;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2186868;PL;11004;2018;139;Projeto de Lei;Altera dispositivos da Lei nº 4.737, de 15 de julho de 1965, que institui o Código Eleitoral, para aperfeiçoar a tipificação do crime eleitoral de divulgação de fatos sabidamente inverídicos (notícias falsas).;"NA";Alteração, Código Eleitoral (1965), crime eleitoral, inclusão, internet, Rede social digital, Software aplicativo, divulgação, Notícia falsa (fake news), período eleitoral, agravação penal.;2018-11-20T18:27:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2167859;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1693548;"NA";2019-02-22T18:27:00Z;27;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Prioridade (Art. 151, II, RICD);Desarquivamento a Pedido;640;Tramitando em Conjunto;925;Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-207/2019.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1713630;1;"“Art. 323. Divulgar, no período compreendido entre as convenções partidárias e a data do pleito, fatos sabidamente inverídicos relacionados a partidos políticos, pré-candidatos ou candidatos no intuito de gerar desinformação e influenciar o eleitorado, independentemente de a divulgação ser decisiva para o resultado da eleição. Pena - detenção de até três anos e pagamento de 120 a 150 dias-multa. § 1º Incide na mesma pena quem financia a prática das condutas previstas no caput. § 2º A pena é agravada: 2 I – se o crime é cometido por qualquer meio de comunicação social, inclusive pela internet, redes sociais ou aplicativos de troca de mensagens e similares; ou II – se a notícia falsa tem conteúdo que incita a violência”. (NR)"
2190714;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2190714;PL;200;2019;139;Projeto de Lei;Dispõe sobre a tipificação criminal da divulgação ou compartilhamento de informação falsa ou incompleta na rede mundial de computadores e dá outras providências.;"NA";Tipicidade penal, divulgação, compartilhamento, Informação falsa, Internet, detenção, multa.;2019-02-04T18:29:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1706999;"NA";2019-02-26T17:43:00Z;21;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Recebimento;500;Tramitando em Conjunto;925;Recebimento pela CCTCI.;"NA";1;Art. 1º Constitui crime divulgar ou compartilhar, por qualquer meio, na rede mundial de computadores, informação falsa ou prejudicialmente incompleta em detrimento de pessoa física ou jurídica. Penal- detenção de 2 a 8 meses e pagamento de 1.500 (mil e quinhentos) a 4.000 (quatro mil) diasmulta. Art. 2º Os valores decorrentes da imposição da multa a que se refere o artigo primeiro serão creditados à conta do Fundo de Defesa dos Direitos Difusos - CFDD Art. 3º Esta Lei entre em vigor na data de sua publicação.
2190763;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2190763;PL;241;2019;139;Projeto de Lei;Altera o Decreto-Lei n. 2.848, de 7 de dezembro de 1940 - Código Penal, para tipificar o crime de criação e propagação de notícia inverídica.;"NA";Alteração, Código Penal, Crime contra a honra, tipicidade penal, Notícia falsa (fake news), Meio eletrônico, detenção, multa.;2019-02-04T18:42:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122678;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1707048;"NA";2019-03-01T16:17:00Z;16;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Recebimento;500;Tramitando em Conjunto;925;Recebimento pela CCTCI.;"NA";1;Art. 2º O Decreto-Lei no 2.848, de 7 de dezembro de 1940, passa a vigorar acrescido do seguinte artigo: “Criação e propagação de notícia inverídica Art.139-A Criar, veicular, distribuir, divulgar, compartilhar ou propagar, por meio eletrônico, informação ou notícia que sabe ser inverídica. Pena –detenção, de seis meses a dois anos, e multa. ”
2199770;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199770;PL;2601;2019;139;Projeto de Lei;Altera a Lei nº 12.965, de 23 de abril de 2014, para criar obrigação de indisponibilização de notícias falsas por provedores de aplicações de internet e dá outras providências.;"NA";Alteração, Marco Civil da Internet, indisponibilização, notícia falsa (fake news), provedor de aplicações, internet. _Alteração, Código Penal, tipicidade penal, crime, divulgação de informação falsa, pena.;2019-05-02T13:26:03Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168550;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1739949;"NA";2019-08-29T00:00:00Z;19;"NA";186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Notificação de Despacho;203;Tramitando em Conjunto;925;"Indeferido o Requerimento 1.774/2019, conforme despacho do seguinte teor: ""Indefiro o Requerimento n. 1.774/2019, nos termos do art. 142, caput, do Regimento Interno da Câmara dos Deputados, por entender que o Projeto de Lei n. 2.601/2019 e o Projeto de Lei n. 9.647/2018 tratam de matérias correlatas. Publique-se. Oficie-se"".";"NA";1;“Art. 21-A. O provedor de aplicações de internet que disponibilize conteúdo gerado por terceiros será responsabilizado solidariamente com autor de notícia falsa veiculada na aplicação quando, após o recebimento de notificação feita pela pessoa atingida que identifique a existência de notícia falsa, deixar de promover, de forma diligente, no âmbito e nos limites técnicos do seu serviço, a indisponibilização desse conteúdo. § 1º Para os fins desta lei, considera-se notícia falsa a divulgação de informação que o autor sabe ou deveria saber inverídica e capaz de exercer influência difusa em qualquer grupo social ou pessoa, incluindo o compartilhamento em aplicativos de mensagem, redes sociais ou sítios na internet. § 2º A livre expressão da atividade intelectual, artística, científica e de opinião não será considerada notícia falsa. § 3º A notificação, feita pela pessoa atingida prevista no caput, deverá conter, sob pena de nulidade, elementos que CAMARA DOS DEPUTADOS permitam a identificação específica do material apontado como notícia falsa. § 4º A infração ao disposto no caput sujeitará o infrator às sanções previstas no art. 12 desta lei.” Art. 3º O Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, passa a vigorar acrescido do art. 139-A: “Divulgação de notícia falsa” Art. 139-A Criar, veicular ou compartilhar em meios eletrônicos, notícia que sabe ou deveria saber ser falsa: Pena - detenção, de três meses a um ano, e multa de R$ 1.000 a R$ 10.000 reais. § 1º A multa estabelecida no caput desse artigo será estabelecido por postagem, sem prejuízo de outras sanções existentes.
2203521;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2203521;PL;2917;2019;139;Projeto de Lei;Altera o Código Penal, instituído pelo Decreto-Lei no 2.848, de 7 de dezembro de 1940 e a Lei no 13.188, de 11 de novembro de 2015, que dispõe sobre o direito de resposta, para tratar da retratação sobre crimes contra a honra quando da veiculação de notícias falsas na internet.;"NA";Alteração, Código Penal, Lei Federal, direito de resposta, retratação, crime contra a honra, veiculação, notícia falsa (fake news), equiparação, mídia, internet, rede social, utilização, equivalencia, recursos financeiros, prática, crime.;2019-05-15T17:40:41Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2076885;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1748140;"NA";2019-11-20T11:25:00Z;18;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Ordinária (Art. 151, III, RICD);Recebimento;500;Tramitando em Conjunto;925;Recebimento pela CCJC, apensado ao PL-4336/2016;"NA";1;Altera o Código Penal, instituído pelo Decreto-Lei no 2.848, de 7 de dezembro de 1940 e a Lei no 13.188, de 11 de novembro de 2015, que dispõe sobre o direito de resposta, para tratar da retratação sobre crimes contra a honra quando da veiculação de notícias falsas na internet.
2207075;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207075;PL;3389;2019;139;Projeto de Lei;Acrescenta os §§ 5º e 6º ao art. 10 da Lei nº 12.965, de 23 de abril de 2014, para estabelecer a obrigatoriedade de fornecimento do número de inscrição no Cadastro de Pessoas Físicas (CPF) ou Cadastro Nacional de Pessoa Jurídica (CNPJ) para cadastro em aplicações de internet.;"NA";Alteração, Marco Civil da Internet, obrigatoriedade, Provedor de acesso, Internet, exigência, Cadastro de Pessoas Físicas (CPF), Cadastro Nacional de Pessoa Jurídica (CNPJ), Usuário de serviços, Software aplicativo.;2019-06-06T16:31:19Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/2256735;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1761571;"NA";2021-06-02T22:22:00Z;41;https://dadosabertos.camara.leg.br/api/v2/deputados/204372;186;CCP;https://dadosabertos.camara.leg.br/api/v2/orgaos/186;Prioridade (Art. 151, II, RICD);Despacho de Apensação;129;Tramitando em Conjunto;925;Deferido o Requerimento n. 1.834/2020, conforme despacho do seguinte teor: “Defiro o Requerimento n. 1.834/2020, com fundamento no art. 142, caput, do Regimento Interno da Câmara dos Deputados (RICD). Apense-se o Projeto de Lei n. 3.389/2019, que encabeça o conjunto de proposições com as quais tramita o Projeto de Lei n. 517/2020, ao Projeto de Lei n. 2.630/2020, oriundo do Senado Federal, na forma do art. 143, II, a, do RICD. Publique-se.”;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2022641;0;NA
2208388;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2208388;PRC;83;2019;444;Projeto de Resolução de Alteração do Regimento e outros;Define como ato atentatório ao decoro parlamentar a utilização da rede mundial de computadores para em desacordo com princípios éticos.;"NA";Alteração, Resolução da Câmara dos Deputados, Código de Ética e Decoro Parlamentar, Ato atentatório ao decoro parlamentar, utilização, internet, criação, divulgação, Notícia falsa (fake news), comoção social, atentado, Estado democrático de direito.;2019-06-17T18:45:00Z;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;"NA";https://dadosabertos.camara.leg.br/api/v2/proposicoes/502574;"NA";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1765742;"NA";2019-07-16T00:00:00Z;15;"NA";2003;CCJC;https://dadosabertos.camara.leg.br/api/v2/orgaos/2003;Prioridade (Art. 151, II, RICD);Publicação de Proposição;604;Tramitando em Conjunto;925;Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 17/07/2019.;"NA";1;Art. 2º O Art. 5º da Resolução Nº 25/2001 – Código de Ética de Decoro Parlamentar, passa a vigorar acrescido do seguinte inciso XI: “Art. 5º........................................................................................... ...................................................................................................... XI – Utilizar a rede mundial de computadores para criar, divulgar ou repassar conteúdo falso, mentiroso, inverídico, destinado a provocar comoção social ou promover mensagens ou sites que atentem contra as instituições e o estado democrático de direito. .............................................................................................”(NR) Art. 3º Esta Resolução entra em vigor na data de sua publicação
